uid;username;user_spend_time;60 saniye;300 saniye;600 saniye;Socket ile 60;Socket ile 300;Socket ile 600;role
1396303;bulut.gursel;2320;1139;2322;2636;1134;2317;2631;ROLE_STUDENT
1396304;ilayda.baskurt;6721;7084;18347;23004;7781;18391;23048;ROLE_STUDENT
1396305;arhan.seskir;10847;1837;3673;6412;1741;3577;5953;ROLE_STUDENT
1396306;sena.polat8;356;336;509;509;336;509;509;ROLE_STUDENT
1396307;mehmet.morgul;1620;1371;3409;4093;1353;3186;3870;ROLE_STUDENT
1396308;aslan.erdal;3497;1402;2282;2587;1500;2310;2615;ROLE_STUDENT
1396309;nehir.seyhan7;18431;7258;20274;28622;8768;20709;27790;ROLE_STUDENT
1396310;maksut.akcinn3;18482;4495;14567;18688;5503;15405;18678;ROLE_STUDENT
1396311;mehmet.kalan4;606;303;364;721;299;360;717;ROLE_STUDENT
1396312;defne.bayraktar3;1501;2140;4337;5950;3473;4900;6513;ROLE_STUDENT
1396313;ali.harun.alkan;9389;3059;5099;7188;3022;5062;7151;ROLE_STUDENT
1396314;gurur.kokten;1531;739;2072;2880;739;2072;2880;ROLE_STUDENT
1396317;orhan.rauf.sikili;21975;3712;7758;9592;4414;7379;8876;ROLE_STUDENT
1396318;omer.cesur5;3985;1284;2842;4218;1989;3372;4324;ROLE_STUDENT
1396320;ada.demirhan;691;408;900;900;408;900;900;ROLE_STUDENT
1396321;yildiz.azra.ozener;3944;2784;6652;9825;2993;6429;9602;ROLE_STUDENT
1396323;alya.berra.akkaya;3888;2030;4085;5477;3398;4597;5452;ROLE_STUDENT
1396324;ali.yaman.bireysoglu;4320;2844;5735;11318;2814;4941;9037;ROLE_STUDENT
1396325;ahmet.karan.colak;2912;1274;3587;3587;1686;3587;3587;ROLE_STUDENT
1396326;zeynep.akdeniz13;35488;6836;28286;39991;22784;36813;44810;ROLE_STUDENT
1396327;tahsin.can5;1265;669;1157;1157;728;1133;1133;ROLE_STUDENT
1396329;ilgin.uysal2;1072;807;1837;2676;684;1714;2553;ROLE_STUDENT
1396330;eymen.katrancioglu;65;407;747;1059;407;747;1059;ROLE_STUDENT
1396331;yusuf.kerem.tuncer;699;625;1448;1907;704;1446;1905;ROLE_STUDENT
1396332;aytug.akcakaya;5716;4217;6653;8461;4479;6398;7762;ROLE_STUDENT
1396333;nadire.nil.bur;50379;22068;53577;74564;25547;52383;72628;ROLE_STUDENT
1396334;oyku.karakas2;13150;6206;11898;16478;7545;12188;15565;ROLE_STUDENT
1396335;ruya.ilhami;16204;12750;27463;36461;16223;25203;32801;ROLE_STUDENT
1396336;defne.uzak;1724;1245;1777;2539;1179;1542;2304;ROLE_STUDENT
1396337;beyza.nur.colak5;3292;1859;4005;4826;2366;3900;4721;ROLE_STUDENT
1396339;elif.ruya.vural;303;274;550;550;283;283;283;ROLE_STUDENT
1396340;mustafa.kos;5390;2098;5211;5900;2098;5211;5900;ROLE_STUDENT
1396341;eylul.gulse.deveci;26;26;26;26;26;26;26;ROLE_STUDENT
1396342;nefel.erturk;44244;3005;7258;11399;2993;7246;10818;ROLE_STUDENT
1396343;mehmet.kivanc.cekkas;981;440;994;1307;440;994;1307;ROLE_STUDENT
1396344;ecem.dundar3;5613;3816;7811;10879;3926;7788;10856;ROLE_STUDENT
1396345;beren.eroglu;3835;2258;4468;6623;2271;4402;6211;ROLE_STUDENT
1396346;nil.selki2;2371;2990;6561;8187;3570;5455;6767;ROLE_STUDENT
1396347;mevsim.turk;6577;6236;12535;13385;6236;12535;13385;ROLE_STUDENT
1396348;sevim.dalkilinc;36138;12273;30675;45466;13172;31048;44433;ROLE_STUDENT
1396349;doruk.yildirim119;3451;2438;6133;9755;2145;4569;6926;ROLE_STUDENT
1396350;ela.calik;271;303;433;433;303;433;433;ROLE_STUDENT
1396353;yaman.celiker;242;597;2288;2288;597;2288;2288;ROLE_STUDENT
1396354;loya.gunhan;0;68;68;68;68;68;68;ROLE_STUDENT
1396357;asya.bas3;394;595;1747;2297;1416;2140;2690;ROLE_STUDENT
1396365;izge.dodur;211;1128;1844;2205;1128;1844;2205;ROLE_STUDENT
1396366;begum.ilay.tan;2;56;276;276;56;276;276;ROLE_STUDENT
1396372;poyraz.yamak;53;931;2104;2408;931;2104;2408;ROLE_STUDENT
1396374;ali.tan.erdogan;0;41;41;588;41;41;588;ROLE_STUDENT
1396377;nil.ozdemir22;0;140;140;140;140;140;140;ROLE_STUDENT
1396378;gulce.ozturk5;0;458;790;1197;458;790;1197;ROLE_STUDENT
1396382;oguzhan.bilgic2;0;45;45;45;45;45;45;ROLE_STUDENT
1396383;esin.nisa.dogan;183;386;551;551;386;551;551;ROLE_STUDENT
1396384;ipek.nil.sarioglu;1995;1839;4169;4564;1838;4168;4563;ROLE_STUDENT
1396390;gunes.korkmaz6;1297;339;951;1288;339;951;1288;ROLE_STUDENT
1396391;ruzgar.aras.nergisli;1078;1268;2152;3568;1258;2142;3558;ROLE_STUDENT
1396392;dorukhan.aykurt;72;895;1628;2709;895;1628;2709;ROLE_STUDENT
1396393;mirac.ali.goktas;5648;3387;7727;9584;6828;8829;9589;ROLE_STUDENT
1396394;omer.hulusi.karaaslan;2142;564;1162;1481;564;1162;1481;ROLE_STUDENT
1396395;batin.derelli;1208;1660;2667;5545;1729;2667;5052;ROLE_STUDENT
1396396;elif.yildirim1131;1844;1045;1637;2311;1000;1592;2266;ROLE_STUDENT
1396397;oyku.kalkandelen;4486;2267;4074;5230;2186;3725;4881;ROLE_STUDENT
1396398;zeynep.duru.dokmeci;3013;3093;5889;7343;3093;5889;7343;ROLE_STUDENT
1396399;beril.cibik;1057;853;1641;2037;818;1606;2002;ROLE_STUDENT
1396400;zeynep.asya.uysal;3495;3894;9573;11331;4914;10129;11554;ROLE_STUDENT
1396401;ecem.karakoc4;2641;1404;2647;2957;2549;3117;3117;ROLE_STUDENT
1396402;ebubekir.tas3;540;588;1200;1200;570;964;964;ROLE_STUDENT
1396403;elif.ada.sahin;1884;1290;1563;2461;1287;1560;2458;ROLE_STUDENT
1396404;ayza.yaz.silahsiz;0;26;121;121;26;121;121;ROLE_STUDENT
1396405;kaan.alp.saglam;598;2092;4609;6237;1971;4488;6116;ROLE_STUDENT
1396406;bugra.cinar2;3820;2309;4662;5646;2257;4610;5594;ROLE_STUDENT
1396407;kuzey.aras.kati;3736;2313;3474;4483;2564;3399;4408;ROLE_STUDENT
1396408;elif.derelli;1493;1227;2381;3836;1907;2607;3630;ROLE_STUDENT
1396409;zeynep.ceren.gurun;717;604;1362;1362;552;1310;1310;ROLE_STUDENT
1396410;nazli.potuk;1112;911;2034;3545;911;2034;2961;ROLE_STUDENT
1396411;murat.aslan.aslan;8309;2449;6430;11207;3434;5841;10618;ROLE_STUDENT
1396412;elis.atabey;2647;1901;4279;5248;2110;4125;5094;ROLE_STUDENT
1396413;deniz.gungoren;2465;1955;4191;7373;2449;3186;4162;ROLE_STUDENT
1396414;muhammed.yalcinkaya2;2776;1860;3080;4251;1987;2798;3516;ROLE_STUDENT
1396415;vera.kazan;1073;1006;1624;2136;1516;2134;2134;ROLE_STUDENT
1396416;beren.canbolat;2278;1391;3583;6696;1758;3708;6821;ROLE_STUDENT
1396417;aden.lina.silahsiz;663;325;650;650;287;354;354;ROLE_STUDENT
1396418;artun.ata.ilker;2041;1974;3671;5380;2037;3665;5374;ROLE_STUDENT
1396419;omer.karaca12;5025;1620;4292;6019;1912;4121;5848;ROLE_STUDENT
1396420;defne.bilgic;2144;1266;2375;3272;1260;2369;3266;ROLE_STUDENT
1396421;omer.efe.arslan;914;1996;4185;6616;1932;3754;6185;ROLE_STUDENT
1396422;ethem.ege.buyukkale;891;941;2153;2607;836;1832;2286;ROLE_STUDENT
1396423;duru.demirok;28;528;930;1391;531;933;1394;ROLE_STUDENT
1396424;kivanc.turan3;936;3424;6751;9162;3335;6040;8451;ROLE_STUDENT
1396425;yuksel.masal.akdemir;959;491;600;600;370;479;479;ROLE_STUDENT
1396426;ahmet.eren.ramazan;2536;2871;5428;6641;2524;4494;5375;ROLE_STUDENT
1396427;defne.alya.tufekci;2855;1750;3461;3916;2369;3388;3843;ROLE_STUDENT
1396428;kagan.sekerci;244;675;835;1234;663;823;1222;ROLE_STUDENT
1396429;defne.yalcin9;2334;2041;3731;5498;2043;3424;4748;ROLE_STUDENT
1396430;eymen.sahin9;8012;8607;27285;37122;10314;26682;36519;ROLE_STUDENT
1396431;elif.miray.pazarlioglu;729;1048;1792;2197;983;1642;2047;ROLE_STUDENT
1396432;mehmet.emin.kabaca;2162;1577;4127;5345;1971;4132;4835;ROLE_STUDENT
1396433;defne.yavuz18;660;2969;5021;5327;2888;4849;5155;ROLE_STUDENT
1396434;ahmet.kucukertan;1159;415;938;938;412;935;935;ROLE_STUDENT
1396435;melina.bas;4221;2509;5168;6336;3648;5115;6283;ROLE_STUDENT
1396436;ahmet.yaman.sarioglu;729;1265;3503;4466;1519;2970;3933;ROLE_STUDENT
1396438;duru.bicer2;2807;1791;3984;5298;1828;3561;4875;ROLE_STUDENT
1396439;zeynep.alya.bektas;5216;5057;12242;19190;5079;12195;19143;ROLE_STUDENT
1396441;deniz.ali.sarikaya;6121;1703;3457;7573;2035;3555;7313;ROLE_STUDENT
1396442;deniz.okmen;495;670;1870;2259;653;1853;1853;ROLE_STUDENT
1396443;abdullah.ulas.oz;1653;2088;3305;4232;2270;3166;3554;ROLE_STUDENT
1396445;cesur.astarlioglu;1915;1251;2189;2189;1236;2174;2174;ROLE_STUDENT
1396446;emir.ayaz.demirdas;819;796;1246;1246;780;1018;1018;ROLE_STUDENT
1396447;sami.demir13;376;122;122;122;127;127;127;ROLE_STUDENT
1396448;yucel.deniz.ceylan;1486;1092;1246;2427;1138;1292;2473;ROLE_STUDENT
1396449;nevra.ceran;232;456;842;1271;420;806;1235;ROLE_STUDENT
1396450;demir.demirok2;650;598;598;598;598;598;598;ROLE_STUDENT
1396452;deniz.erdem16;2573;1873;3632;4385;2023;3477;4230;ROLE_STUDENT
1396453;ayhan.efe.demirci;102;760;1124;1476;666;935;1287;ROLE_STUDENT
1396455;ali.eymen.ozmen;1924;1671;2397;3111;2336;2621;3028;ROLE_STUDENT
1396456;eylul.dereli8;1995;2268;3725;4664;2371;3740;4294;ROLE_STUDENT
1396457;ahmet.furkan.civcar;970;926;1360;2277;850;1201;1595;ROLE_STUDENT
1396458;nilhan.defne.kahraman;2235;1426;3876;8937;1395;3845;8906;ROLE_STUDENT
1396459;reyyan.akbak;206;285;924;924;285;924;924;ROLE_STUDENT
1396460;aybala.tasolar;2793;921;3141;3976;921;3141;3976;ROLE_STUDENT
1396461;beren.derelli;997;895;1583;1583;798;1486;1486;ROLE_STUDENT
1396462;sefer.taha.ayar;27;1287;1910;3735;1003;1402;2223;ROLE_STUDENT
1396463;rona.kumru.erdogan;2960;1222;3324;3679;1773;3042;3397;ROLE_STUDENT
1396464;egehan.sayin;11355;288;413;413;294;419;419;ROLE_STUDENT
1396465;laden.yildiz;273;597;1106;1106;608;1051;1051;ROLE_STUDENT
1396466;duru.yumak;735;586;648;648;586;648;648;ROLE_STUDENT
1396467;acelya.mira.yerdelen;3327;2357;3653;4010;2320;3616;3973;ROLE_STUDENT
1396468;mustafa.altas5;2862;1225;4034;6063;1216;3670;5699;ROLE_STUDENT
1396469;alvina.beril.aras;2572;3178;6703;7024;3281;6667;6988;ROLE_STUDENT
1396470;elif.inci.yildirim2;7089;2704;4982;7753;2452;3901;6156;ROLE_STUDENT
1396471;alya.duru.koz;4597;2114;5243;8365;2063;5192;8314;ROLE_STUDENT
1396472;mustafa.demir359;2320;3628;6417;11081;3555;6171;10835;ROLE_STUDENT
1396473;ela.baki2;514;675;1260;1971;914;1260;1652;ROLE_STUDENT
1396474;orkun.ayanoglu;875;791;1827;1827;1212;1392;1392;ROLE_STUDENT
1396475;ali.baran.ceylan;4057;3886;6914;9700;5181;6672;8051;ROLE_STUDENT
1396476;zehra.buyruk2;2232;1980;3790;5656;2202;3724;4998;ROLE_STUDENT
1396477;isil.molak;2430;4417;7846;11052;4808;7290;9010;ROLE_STUDENT
1396478;mustafa.ergul10;5291;1683;3124;4849;2216;2821;4200;ROLE_STUDENT
1396479;recep.ali.cesmebasi;1537;776;1853;4792;955;1853;4792;ROLE_STUDENT
1396480;omur.efe.bekiroglu;6214;2562;4706;6833;2556;4634;6235;ROLE_STUDENT
1396481;kerem.karakaya4;2646;1073;2364;3906;1198;2151;3135;ROLE_STUDENT
1396482;asya.yasar5;239;532;804;804;524;671;671;ROLE_STUDENT
1396483;golgem.isik.kocak;2340;2718;5429;7559;3042;5627;7431;ROLE_STUDENT
1396484;akay.sahin;2037;2051;3050;4624;2051;3050;4624;ROLE_STUDENT
1396485;deniz.aydinli2;1227;924;2213;2515;1043;1337;1639;ROLE_STUDENT
1396486;bahar.karakaya2;1239;1286;2000;2877;1278;1992;2869;ROLE_STUDENT
1396487;alaaddin.alp.yilmaz;1857;1452;3054;3054;1366;2555;2555;ROLE_STUDENT
1396488;meva.inci;499;610;1563;1904;793;1546;1546;ROLE_STUDENT
1396489;omer.bilgehan.bukumer;1398;1589;2027;2027;1598;2036;2036;ROLE_STUDENT
1396490;okan.asaf.ozkul;2887;3635;6024;11495;3585;5871;10618;ROLE_STUDENT
1396491;merve.yalcinkaya8;4236;2387;7260;10667;2390;7058;10465;ROLE_STUDENT
1396492;goktug.barak;1926;1661;4160;7629;1505;3362;6831;ROLE_STUDENT
1396494;zehra.demirkapi;21;194;688;1155;194;396;863;ROLE_STUDENT
1396495;ismail.asaf.ersoy;4815;3316;7030;7553;3294;7008;7531;ROLE_STUDENT
1396496;salih.alp.artik;749;1101;1450;1450;1076;1425;1425;ROLE_STUDENT
1396497;eralp.buyukyavuz;3611;3662;5508;8114;3697;5276;7882;ROLE_STUDENT
1396498;abdullah.ali.eymen.bilgili;1489;448;926;926;626;780;780;ROLE_STUDENT
1396500;sadik.efe.yucel;6189;4679;8342;11033;5060;8361;11052;ROLE_STUDENT
1396502;emir.kalayci3;2784;1290;2867;4944;1247;2824;4901;ROLE_STUDENT
1396503;gokmira.tomris.akcan;809;2257;5973;11516;2326;5908;11451;ROLE_STUDENT
1396505;elif.ahsen.ayhan;3093;3348;6572;9412;3456;5625;8465;ROLE_STUDENT
1396506;derin.gungoren;11443;3147;6864;8352;3810;6380;7537;ROLE_STUDENT
1396507;gokturk.dereli;1465;1280;1652;1652;1369;1521;1521;ROLE_STUDENT
1396508;asaf.celik3;3125;2686;4071;6574;2652;3644;5801;ROLE_STUDENT
1396510;ataberk.mutlu2;724;539;1067;1067;638;916;916;ROLE_STUDENT
1396511;kuzey.cakmak;1717;1958;4315;5016;2773;4748;5058;ROLE_STUDENT
1396512;oyku.ada.aslan;1553;1732;2525;3777;1737;2530;3782;ROLE_STUDENT
1396513;emir.erturk;3509;1773;3082;4022;1938;2918;3318;ROLE_STUDENT
1396514;berk.celiker;1982;1689;4530;8610;1675;4516;8150;ROLE_STUDENT
1396515;toprak.potuk;8171;3548;8346;10601;6171;10237;11091;ROLE_STUDENT
1396516;ibrahim.hamza.soydas;1383;1104;2706;3910;1104;2706;3910;ROLE_STUDENT
1396517;abdullah.kursat.kaytez;6725;3605;6973;9117;3729;6947;9091;ROLE_STUDENT
1396518;birgul.sakallioglu2;17611;10482;28609;47761;13087;29832;48268;ROLE_STUDENT
1396519;eymen.corbaci;4092;235;393;1465;942;1100;1463;ROLE_STUDENT
1396520;omer.kayra.dogan;192;510;1196;1196;510;1196;1196;ROLE_STUDENT
1396521;ahmet.yagiz.gezer;866;691;985;1459;667;961;1435;ROLE_STUDENT
1396522;berra.ece.okcu;2604;1723;3048;3959;1723;3048;3959;ROLE_STUDENT
1396523;dennis.jon.cetin;152;156;156;156;156;156;156;ROLE_STUDENT
1396524;efsa.yesilkaya;1538;1832;4948;4948;1833;3828;3828;ROLE_STUDENT
1396525;emirhan.gokce;0;905;2027;2486;905;2027;2486;ROLE_STUDENT
1396526;aras.gunes.ocal2;6624;34119;76041;98823;37310;73614;91420;ROLE_STUDENT
1396527;ecem.su.subay2;12659;4541;9653;11947;5268;9478;11772;ROLE_STUDENT
1396528;abdullah.cagri.kedersiz2;1221;308;746;1185;732;1170;1170;ROLE_STUDENT
1396529;abdulkadir.ak27;4730;2995;6479;7776;3124;6099;7396;ROLE_STUDENT
1396530;musab.kutay.yucedag;410;563;827;1376;557;821;1370;ROLE_STUDENT
1396532;ayse.ceren.bilgili;6308;5332;16684;18977;6572;16445;17557;ROLE_STUDENT
1396533;elif.akman17;86;495;831;831;498;834;834;ROLE_STUDENT
1396534;beren.aslan;5828;5553;12017;13797;7402;11411;12873;ROLE_STUDENT
1396535;omer.besir.tas;1454;1067;2206;3089;1049;2188;3071;ROLE_STUDENT
1396536;hakan.demiray2;1265;1773;3471;6075;2070;3316;5067;ROLE_STUDENT
1396537;cinar.catak;2510;1255;2029;2342;1606;2170;2170;ROLE_STUDENT
1396538;celalettin.emir.sahin;2945;2354;4872;6100;2240;4390;5618;ROLE_STUDENT
1396539;tuna.aslanel2;1683;234;302;612;234;302;612;ROLE_STUDENT
1396540;mehmet.akif.ikiz;1235;868;1341;1341;1308;1308;1308;ROLE_STUDENT
1396542;mete.boran;4520;4651;8316;9357;4513;7604;8645;ROLE_STUDENT
1396543;duru.sarikaya2;403;183;469;469;183;469;469;ROLE_STUDENT
1396544;beril.bulanik;179;648;1109;1109;648;1109;1109;ROLE_STUDENT
1396546;defne.kalkandelen;778;461;1251;1807;441;1231;1787;ROLE_STUDENT
1396547;nur.sena.dilmac;30995;15465;33563;44307;16580;33364;44108;
1396548;yaz.ayse.oz;409;181;277;619;181;277;619;ROLE_STUDENT
1396549;hiranur.elif.sahin;973;500;677;677;592;677;677;ROLE_STUDENT
1396552;yusuf.taha.acikgoz;444;926;1152;1152;919;1145;1145;ROLE_STUDENT
1396553;mehmet.eren.bolukbasi;1240;581;714;714;558;558;558;ROLE_STUDENT
1396554;hasan.eren.soyak;1218;1279;2195;2812;1282;2198;2815;ROLE_STUDENT
1396555;eylul.akkaya2;3911;2488;6775;9528;2624;6774;9527;ROLE_STUDENT
1396556;mert.aktas19;362;158;368;368;158;368;368;ROLE_STUDENT
1396557;cagan.ege.keskin;733;522;679;1009;851;1008;1008;ROLE_STUDENT
1396558;ada.ceylan6;236;431;785;785;431;785;785;ROLE_STUDENT
1396559;hamza.kuscu;11029;6475;14761;19404;6949;13927;18191;ROLE_STUDENT
1396560;tuana.naz.topal2;4501;2892;7710;8077;3221;7142;7509;ROLE_STUDENT
1396562;cemal.mert.dede;6061;898;1732;1732;892;1390;1390;ROLE_STUDENT
1396563;tahsin.eren.pekok;3446;2525;4194;4505;2795;4217;4528;ROLE_STUDENT
1396564;asaf.eymen.artik;4765;1003;2060;2955;985;2042;2937;ROLE_STUDENT
1396565;rumeysa.akbak2;1280;531;826;2123;531;826;2123;ROLE_STUDENT
1396566;burak.dogu5;1320;781;1157;1157;851;1163;1163;ROLE_STUDENT
1396569;serra.barut;209;171;549;549;171;549;549;ROLE_STUDENT
1396570;yaman.goksu;1426;3862;8319;9042;4320;7885;8608;ROLE_STUDENT
1396571;doruk.sahin11;1012;453;1105;1457;558;1079;1431;ROLE_STUDENT
1396572;arif.efe.astarlioglu;10643;3352;9152;12838;4855;8468;11673;ROLE_STUDENT
1396573;eymen.anayurt;938;102;102;102;94;94;94;ROLE_STUDENT
1396574;deniz.saygi6;427;559;916;916;559;916;916;ROLE_STUDENT
1396575;ahmet.eymen.gokce;2745;1136;3237;5182;1136;3237;5182;ROLE_STUDENT
1396576;mert.cakir22;1957;311;696;696;99;241;241;ROLE_STUDENT
1396577;elif.umut.karakus;2853;4625;6689;8046;4620;6684;8041;ROLE_STUDENT
1396578;yusuf.eymen.demirkapi;909;1200;2626;2626;1632;2814;2814;ROLE_STUDENT
1396580;naz.unlu3;810;1400;1878;2184;1397;1875;1875;ROLE_STUDENT
1396581;aybike.kahraman;53;54;54;54;54;54;54;ROLE_STUDENT
1396582;derin.erik;5434;8260;31081;43377;11000;29269;37990;ROLE_STUDENT
1396583;muhammed.umut.ceylan;66204;16149;46335;63076;33177;51018;63309;ROLE_STUDENT
1396584;ayca.candan2;8473;4305;11841;17095;5419;12256;17193;ROLE_STUDENT
1396586;mirza.erdem2;3870;2337;5623;6830;2423;5709;6916;ROLE_STUDENT
1396587;omer.kivanc.aksu;9789;4601;11782;19365;5782;11887;19470;ROLE_STUDENT
1396588;huseyin.bayrambas;404;1943;2477;2786;1900;2434;2743;ROLE_STUDENT
1396589;asya.mira.ocal;2345;16073;39501;55459;16699;37581;53125;ROLE_STUDENT
1396798;fuat.acar7;243;317;381;900;317;381;900;ROLE_STUDENT
1396801;fadime.nur.kaya;3732;728;2006;2841;2300;2524;2827;ROLE_STUDENT
1396802;balkiz.cetin;899;481;581;581;497;597;597;ROLE_STUDENT
1396806;huseyin.emir.cekkas;138;209;402;402;209;402;402;ROLE_STUDENT
1396807;kenan.ilter;1925;30;431;1398;30;431;1398;ROLE_STUDENT
1396808;nurdanur.karakoc;225;244;491;491;237;484;484;ROLE_STUDENT
1396810;derin.turkyilmaz2;170;245;245;245;178;178;178;ROLE_STUDENT
1396812;elif.ceyda.uyar;2395;1096;2665;2983;1867;2770;2770;ROLE_STUDENT
1396815;kemal.ilter2;630;176;381;381;176;381;381;ROLE_STUDENT
1396816;mehmet.ege.bicer;1183;1052;2391;2391;995;2219;2219;ROLE_STUDENT
1396819;naz.birlik2;3954;1563;3589;4031;2334;3490;3932;ROLE_STUDENT
1396821;aykan.akin;231;160;238;238;238;238;238;ROLE_STUDENT
1396822;ayliz.eda.urhan;454;290;373;373;290;373;373;ROLE_STUDENT
1396825;sude.hakli;64;109;109;109;68;68;68;ROLE_STUDENT
1396827;hasan.emir.karaman3;1350;589;2203;2203;1878;1955;1955;ROLE_STUDENT
1396830;pakize.nur.ilter;315;1056;1265;1617;1069;1278;1630;ROLE_STUDENT
1396831;nira.coskun;2559;609;2627;3465;2193;2627;3039;ROLE_STUDENT
1396835;sarp.gocmen;1550;863;2928;3251;1620;2516;2839;ROLE_STUDENT
1396838;betul.aydin38;1530;969;2005;2385;1176;2008;2388;ROLE_STUDENT
1396839;ceren.irez3;1438;714;861;1880;714;861;1880;ROLE_STUDENT
1396840;busra.serbest4;3326;938;2579;3818;1086;2578;3817;ROLE_STUDENT
1396841;emine.altinkum;572;453;716;716;496;595;595;ROLE_STUDENT
1396842;kagan.veli.bozgac;1777;748;3937;4801;1721;3469;3918;ROLE_STUDENT
1396843;gulsennaz.yatagan;415;307;585;585;307;585;585;ROLE_STUDENT
1396844;belinay.tanriverdi;1598;710;1545;2005;799;1508;1968;ROLE_STUDENT
1396846;ahmet.sami.erbab;54;53;53;53;53;53;53;ROLE_STUDENT
1396847;gokce.avci4;5153;2034;5304;8316;2030;5300;8312;ROLE_STUDENT
1396849;furkan.menemen;643;187;705;1080;1413;1413;1413;ROLE_STUDENT
1396852;perihan.ada.dogrul;938;270;408;951;263;401;944;ROLE_STUDENT
1396854;emir.solak3;1294;1110;1348;1348;1110;1348;1348;ROLE_STUDENT
1396855;atilla.kavala;545;565;725;1237;538;698;1210;ROLE_STUDENT
1396856;muhammed.rasit.satir;1648;947;1425;1425;947;1425;1425;ROLE_STUDENT
1396857;emin.tuna.deveci;103;100;100;100;100;100;100;ROLE_STUDENT
1396861;aybuke.sultan.akkus;63;34;34;34;34;34;34;ROLE_STUDENT
1396864;nilsu.tekturk;0;486;854;854;486;854;854;ROLE_STUDENT
1396866;belinay.cengiz;424;338;338;338;344;344;344;ROLE_STUDENT
1396867;ada.alpar;1736;887;1374;1374;1148;1226;1226;ROLE_STUDENT
1396868;hacer.sultan.peker;2302;728;1494;2262;1281;1805;2117;ROLE_STUDENT
1396869;serhat.orhan.altinbas;805;232;294;294;232;294;294;ROLE_STUDENT
1396870;berra.buglem.eskici;858;488;1366;1890;618;1366;1890;ROLE_STUDENT
1396872;huseyin.koray.topbasoglu;1562;1593;2416;2416;1625;2448;2448;ROLE_STUDENT
1396873;aysen.avci3;4743;1139;2721;4317;1322;2628;4224;ROLE_STUDENT
1396883;ebru.beller;412;93;93;93;93;93;93;ROLE_GUARDIAN
1397281;zehra.aylin.kokulu;336;266;266;266;266;266;266;ROLE_STUDENT
1397287;ilke.nur.dere;109;82;82;549;82;82;549;ROLE_STUDENT
1397292;yahya.muaz.bakacak;183;295;560;862;293;558;860;ROLE_STUDENT
1397293;renk.duygu.ertugrul;101;116;116;116;115;115;115;ROLE_STUDENT
1397294;uras.ali.mese;962;1943;3447;3985;1989;3040;3040;ROLE_STUDENT
1397295;ahmet.kutalp.akin;1020;1404;2275;2761;1609;2275;2761;ROLE_STUDENT
1397296;lina.arslanturk;429;765;1122;1536;707;1064;1478;ROLE_STUDENT
1397297;deniz.aras.torun;9;333;601;601;333;601;601;ROLE_STUDENT
1397298;akin.tuna.talmac;705;161;345;345;345;345;345;ROLE_STUDENT
1397300;eren.ozsoy5;1815;1237;2291;3213;1228;2282;3204;ROLE_STUDENT
1397301;neslisah.guneyisi;1409;731;1041;2314;701;1011;2284;ROLE_STUDENT
1397303;alya.bitmis;497;420;420;420;393;393;393;ROLE_STUDENT
1397304;zeynep.ozturk244;2351;1786;4687;5032;1786;4470;4815;ROLE_STUDENT
1397306;mehmet.ata.kurtul;0;372;617;617;372;617;617;ROLE_STUDENT
1397307;isil.balduk;193;69;210;210;69;210;210;ROLE_STUDENT
1397308;rana.demirkol2;288;436;926;926;436;926;926;ROLE_STUDENT
1397309;deniz.kaan.tas;754;1837;3722;5002;1847;3732;5012;ROLE_STUDENT
1397310;elif.hande.kacmaz;189;285;468;468;285;468;468;ROLE_STUDENT
1397311;suleyman.bulut.gusen;7;7;7;7;7;7;7;ROLE_STUDENT
1397312;emirhan.tekinsen;591;939;1916;2381;971;1805;2270;ROLE_STUDENT
1397313;elis.mina.nasir;415;865;1526;2115;848;1509;2098;ROLE_STUDENT
1397314;gokce.nur.yurt;1284;605;2000;2984;569;1964;2948;ROLE_STUDENT
1397315;ali.emir.kucukbenli;1124;1046;2091;2451;1046;2091;2451;ROLE_STUDENT
1397316;zeynep.ada.mercan;377;1493;1954;2710;1482;1943;2699;ROLE_STUDENT
1397317;mehmet.erdem.kurt;542;54;356;722;54;356;722;ROLE_STUDENT
1397318;asya.gumus2;2122;2787;5012;6337;2768;4993;6318;ROLE_STUDENT
1397319;hale.su.kalayli;2171;2353;4334;6154;2683;3001;4446;ROLE_STUDENT
1397320;beyza.buyukcingil;2736;567;1112;3768;567;1112;3403;ROLE_STUDENT
1397322;ismail.asim.kokulu;1525;1338;2665;4252;1254;2280;3404;ROLE_STUDENT
1397323;bengisu.oztas;630;466;950;950;529;946;946;ROLE_STUDENT
1397325;can.bartu.balik;893;1197;2379;2379;932;1777;1777;ROLE_STUDENT
1397326;zeynep.huma.ay;0;194;740;740;194;740;740;ROLE_STUDENT
1397327;zeynep.derin.gul2;1997;1195;3484;3484;1154;3160;3160;ROLE_STUDENT
1397329;hasim.yenigul;361;469;612;1009;481;624;1021;ROLE_STUDENT
1397330;belis.pehlivan;1450;712;1757;2316;712;1757;2316;ROLE_STUDENT
1397331;asaf.hanifi.namli;0;69;176;176;69;176;176;ROLE_STUDENT
1397332;rana.erturkmen;210;464;464;1026;456;456;1018;ROLE_STUDENT
1397334;necati.mert.toprak;1491;1503;2514;3104;1503;2514;3104;ROLE_STUDENT
1397335;emirhan.guclu3;236;226;314;314;226;314;314;ROLE_STUDENT
1397336;elvin.degirmencioglu;149;424;497;497;398;471;471;ROLE_STUDENT
1397337;mustafa.toprak.talmac;53;106;106;106;106;106;106;ROLE_STUDENT
